cycle,bootstrap,component,A,G,AG,aligned_component
0708,127,IC2,0.0960893296544024,0.0175052963328658,-0.084236946573536,IC1
0708,128,IC2,0.1640561127143204,-0.0082127959789408,-0.0213617180728599,IC1
0708,129,IC2,0.0898083385776567,0.0186311154250668,-0.076388522437728,IC1
0708,130,IC2,0.0311610837036546,0.0291781741513615,-0.0023203357226112,IC1
0708,131,IC2,0.1928853712551516,0.0316824186396554,-0.0540116861851003,IC1
0708,132,IC2,0.2698059967053628,-0.0003324546226077,-0.088918885961266,IC1
0708,133,IC2,0.2400985564882712,0.0100681886753665,-0.0516199479041275,IC1
0708,134,IC2,0.0898524513715425,0.0413625877387365,0.0044422056898692,IC1
0708,135,IC2,0.1622150251405398,0.0144017862719584,-0.0420374101008299,IC1
0708,136,IC2,0.1934216036227811,-0.0228541158869688,-0.0378221704741075,IC1
